"año","estacion","date","O3","PM10","PM2.5","NO","NO2","NOX","CO","SO2","TOUT","RH","WSR","WDR","PRS","RAINF","SR"
2024,"SE3",2024-10-24 08:00:00,41,55,20,3,4.2,7,1.27,6.3,28.1,54,10.1,123,732.2,0,0.525
2024,"SE3",2024-10-24 09:00:00,37,53,14,3,3.7,6.6,1.24,14.3,28.81,50,10.4,121,731.5,0,0.443
2024,"SE3",2024-10-24 10:00:00,35,53,12,3.2,3.9,7,1.3,16.8,29.1,48,9.8,118,731.2,0,0.331
2024,"SE3",2024-10-24 11:00:00,33,47,11,3.3,5.6,8.8,1.3,23,28.96,48,10.6,92,731.1,0,0.217
2024,"SE3",2024-10-24 12:00:00,25,51,7,5.3,11,16.2,1.3,12.5,27.63,53,9.6,83,731.3,0,0.049
2024,"SE3",2024-10-24 13:00:00,13,57,2,15.1,21.2,36.2,1.45,6.6,26.25,57,6.4,85,731.6,0,0.002
2024,"SE3",2024-10-24 14:00:00,11,98,NA,11.6,21.3,32.7,1.49,7.6,25.35,59,3.5,113,732,0,0.001
2024,"SE3",2024-10-24 15:00:00,8,73,2,7.9,18.8,26.5,1.63,4,23.95,67,1.8,171,732.6,0,0.001
2024,"SE3",2024-10-24 16:00:00,9,72,9,6.7,18.3,24.9,1.55,9.6,23.59,68,2.7,116,732.7,0,0.001
2024,"SE3",2024-10-24 17:00:00,16,79,9,4.2,10.5,14.5,1.27,8.5,22.5,74,5.9,109,732.9,0,0.001
2024,"SE3",2024-10-24 18:00:00,16,58,NA,2.7,5.6,8.2,1.22,3.7,21.25,81,1.8,131,732.9,0,0.001
2024,"SE3",2024-10-24 19:00:00,16,38,NA,2.4,4.3,6.6,1.21,3.4,20.84,83,1.8,135,732.8,0,0.001
2024,"SE3",2024-10-24 20:00:00,14,38,4,2.7,6.1,8.7,1.18,3.3,20.79,82,1.8,88,732.6,0,0.001
2024,"SE3",2024-10-24 21:00:00,9,38,4,4,7.2,11.1,1.11,4.6,19.33,87,7.9,24,732.6,0,0.001
2024,"SE3",2024-10-24 22:00:00,7,39,7,5.9,7,12.8,1.1,3.4,18.19,91,4.2,335,732.6,0,0.001
2024,"SE3",2024-10-24 23:00:00,5,39,7,10.8,8.2,18.9,1.14,3.2,17.89,92,1.8,327,732.8,0,0.001
2024,"SE3",2024-10-25,8,46,NA,4,6.9,10.8,1.12,3.3,18.49,93,1.8,337,733.1,0,0.001
2024,"SE3",2024-10-25 01:00:00,6,38,11,5.6,8.7,14.1,1.19,3.4,18.88,92,1.8,329,733.6,0,0.002
2024,"SE3",2024-10-25 02:00:00,6,48,10,10.6,14.5,24.9,1.28,4.3,19.67,91,5.1,316,734.2,0,0.032
2024,"SE3",2024-10-25 03:00:00,9,60,21,15.5,13.7,29.2,1.36,4.6,21.14,85,4.6,315,734.7,0,0.166
2024,"SE3",2024-10-25 04:00:00,13,80,27,20.2,15,35.1,1.4,8.8,23.27,76,5,320,735.1,0,0.36
2024,"SE3",2024-10-25 05:00:00,22,76,33,12.4,13.1,25.4,1.39,12,25.98,64,3.5,349,734.9,0,0.49
2024,"SE3",2024-10-25 06:00:00,40,74,40,5.5,10.2,15.5,1.3,21.5,28.21,55,4.3,116,734.8,0,0.568
2024,"SE3",2024-10-25 07:00:00,53,76,50,3.2,7.1,10.2,1.27,44.9,28.48,52,10.1,128,734.3,0,0.587
2024,"SE3",2024-10-25 08:00:00,50,68,31,3.1,5.5,8.5,1.27,9.5,28.84,50,10.5,133,733.8,0,0.57
2024,"SE3",2024-10-25 09:00:00,55,62,26,3.1,6.8,9.8,1.22,4.8,29.51,47,8.7,111,733.4,0,0.47
2024,"SE3",2024-10-25 10:00:00,45,55,23,3.9,7,10.8,1.23,11.2,29.76,45,7.6,119,733.4,0,0.344
2024,"SE3",2024-10-25 11:00:00,35,64,17,3.4,5.4,8.6,1.2,9.4,29.25,49,9.3,75,733.8,0,0.22
2024,"SE3",2024-10-25 12:00:00,29,63,9,3.1,7.5,10.4,1.22,4.2,27.94,54,8.8,59,734.3,0,0.051
2024,"SE3",2024-10-25 13:00:00,19,54,7,3.4,15,18.1,1.37,3.8,26.64,57,5.5,62,735,0,0.002
2024,"SE3",2024-10-25 14:00:00,16,89,8,9,15.9,24.7,1.49,3.6,25.57,59,2.9,17,735.7,0,0.001
2024,"SE3",2024-10-25 15:00:00,4,183,25,22.1,21,42.9,1.77,4,23.54,72,2.1,280,736.2,0,0.001
2024,"SE3",2024-10-25 16:00:00,4,219,29,20,17.7,37.6,1.73,3.8,22.67,76,1.8,290,736.6,0,0.001
2024,"SE3",2024-10-25 17:00:00,4,163,39,35.8,15.5,51.2,1.91,3.7,22.15,79,1.8,227,736.9,0,0.001
2024,"SE3",2024-10-25 18:00:00,4,284,29,17.3,18,35.2,1.63,3.8,22.18,77,3.2,108,736.8,0,0.001
2024,"SE3",2024-10-25 19:00:00,8,111,20,13.1,13.3,26.2,1.53,3.7,21.7,82,2.2,119,736.7,0,0.001
2024,"SE3",2024-10-25 20:00:00,7,92,12,13.3,12.8,26,1.24,4,20.81,85,1.8,327,736.7,0,0.001
2024,"SE3",2024-10-25 21:00:00,9,71,11,4.1,8.3,12.2,1.16,3.4,20.05,88,1.8,343,736.4,0,0.001
2024,"SE3",2024-10-25 22:00:00,14,48,5,2.5,4.9,7.3,1.12,3.2,20.27,89,2.7,349,736.3,0,0.001
2024,"SE3",2024-10-25 23:00:00,13,35,8,2.5,5.3,7.6,1.16,3.7,20.28,91,4.1,322,736.6,0,0.001
2024,"SE3",2024-10-26,14,38,10,2.8,5.8,8.5,1.14,4.9,20.5,91,5.8,15,737.1,0,0.001
2024,"SE3",2024-10-26 01:00:00,14,39,9,2.7,6.2,8.7,1.17,3.5,20.43,91,4,343,737.5,0,0.002
2024,"SE3",2024-10-26 02:00:00,15,37,9,3.4,6.5,9.8,1.23,3.7,20.95,90,3.4,315,738.1,0,0.036
2024,"SE3",2024-10-26 03:00:00,20,42,14,3.3,4.5,7.7,1.22,4,22.17,84,4.8,333,738.5,0,0.112
2024,"SE3",2024-10-26 04:00:00,23,50,12,3.3,3.9,7.1,1.19,5.3,23.67,77,4.9,9,738.9,0,0.215
2024,"SE3",2024-10-26 05:00:00,27,41,15,5.1,7.3,12.3,1.27,15.1,25.67,70,5.1,151,738.8,0,0.385
2024,"SE3",2024-10-26 06:00:00,44,70,30,4.4,9.2,13.5,1.28,54.5,27.26,62,6.7,122,738.5,0,0.527
2024,"SE3",2024-10-26 07:00:00,36,74,36,4.2,5.8,9.9,1.25,47.9,28.82,54,7.3,123,737.8,0,0.612
2024,"SE3",2024-10-26 08:00:00,33,53,33,3.9,4.5,8.3,1.21,17.3,29.38,49,8.7,101,737.1,0,0.615
2024,"SE3",2024-10-26 09:00:00,36,45,20,3.6,4.6,8.1,1.21,37.1,29.87,45,8.1,116,736.4,0,0.479
2024,"SE3",2024-10-26 10:00:00,37,51,14,2.9,3.8,6.6,1.18,24.3,29.82,43,9,75,736.3,0,0.358
2024,"SE3",2024-10-26 11:00:00,33,38,8,3,4.5,7.4,1.16,18.4,29.18,44,10,86,736.3,0,0.169
2024,"SE3",2024-10-26 12:00:00,27,42,NA,3.3,7.1,10.2,1.27,12.6,28.36,49,9.2,103,736.5,0,0.049
2024,"SE3",2024-10-26 13:00:00,20,42,NA,4,8.9,12.7,1.4,5,26.36,60,9.7,119,737,0,0.002
2024,"SE3",2024-10-26 14:00:00,16,50,NA,4.9,9.6,14.2,1.48,3.7,24.41,70,8,160,737.6,0,0.001
2024,"SE3",2024-10-26 15:00:00,12,56,NA,5.6,11.9,17.3,1.54,3.5,23.87,72,5.6,154,737.9,0,0.001
2024,"SE3",2024-10-26 16:00:00,7,65,7,8.8,17.6,26.3,1.79,3.6,24.06,70,3.9,203,738.2,0,0.001
2024,"SE3",2024-10-26 17:00:00,7,78,13,10,16.9,26.7,1.69,3.6,24.05,70,4.8,117,738.2,0,0.001
2024,"SE3",2024-10-26 18:00:00,7,79,10,5,12.3,17.1,1.38,4.2,22.75,76,4.8,74,738.2,0,0.001
2024,"SE3",2024-10-26 19:00:00,11,52,4,3.9,6.7,10.5,1.28,4.4,21.82,81,5.8,124,738.2,0,0.001
2024,"SE3",2024-10-26 20:00:00,14,35,7,2.5,4.1,6.4,1.22,3.5,21.29,83,2.5,139,738,0,0.001
2024,"SE3",2024-10-26 21:00:00,11,32,2,2.3,4.5,6.6,1.17,3.5,20.68,85,2.2,6,737.5,0,0.001
2024,"SE3",2024-10-26 22:00:00,5,29,3,9.4,8.1,17.3,1.2,3.4,19.59,88,1.8,295,737.2,0,0.001
2024,"SE3",2024-10-26 23:00:00,10,47,2,3.8,4.8,8.5,1.15,3.4,19.36,89,6.7,347,737.1,0,0.001
2024,"SE3",2024-10-27,10,29,NA,3.2,5.1,8.1,1.16,3.3,19.12,89,5.6,340,737.2,0,0.001
2024,"SE3",2024-10-27 01:00:00,7,41,3,6.9,7.3,14.1,1.24,3.3,19.09,88,2.8,320,737.6,0,0.003
2024,"SE3",2024-10-27 02:00:00,8,46,8,8.8,8,16.6,1.32,3.4,20.69,83,2.8,282,737.9,0,0.078
2024,"SE3",2024-10-27 03:00:00,12,61,14,12.6,10.1,22.5,1.42,4.9,23.53,74,5.1,318,738.2,0,0.227
2024,"SE3",2024-10-27 04:00:00,22,54,12,7,8,14.8,1.33,6.4,25.23,66,4.5,338,738.2,0,0.37
2024,"SE3",2024-10-27 05:00:00,31,40,22,5.6,8,13.4,1.25,29.6,27.88,54,1.9,63,738,0,0.485
2024,"SE3",2024-10-27 06:00:00,46,43,36,3.9,7,10.7,1.27,42.6,28.69,47,7.3,140,737.4,0,0.558
2024,"SE3",2024-10-27 07:00:00,42,50,20,3.1,4,7,1.21,19.6,29.62,43,7.3,150,736.5,0,0.588
2024,"SE3",2024-10-27 08:00:00,41,36,23,2.9,3.2,6,1.18,15.9,30.07,41,7.2,137,735.4,0,0.558
2024,"SE3",2024-10-27 09:00:00,40,31,12,3.2,4.1,7.1,1.16,30.3,30.72,38,7.5,124,734.6,0,0.483
2024,"SE3",2024-10-27 10:00:00,40,39,18,3.2,4.2,7.3,1.17,22.9,30.58,35,8.8,107,734.1,0,0.368
2024,"SE3",2024-10-27 11:00:00,40,38,3,2.8,4.7,7.3,1.16,18.1,29.96,36,11,94,734.1,0,0.216
2024,"SE3",2024-10-27 12:00:00,33,31,NA,3.9,9.7,13.4,1.22,4.8,28.53,38,9.6,96,734.2,0,0.056
2024,"SE3",2024-10-27 13:00:00,24,37,NA,2.8,16.2,18.8,1.39,4.6,26.98,43,7.7,84,734.5,0,0.002
2024,"SE3",2024-10-27 14:00:00,23,49,NA,3.6,15.5,18.9,1.47,4.9,25.56,49,3.8,127,735,0,0.001
2024,"SE3",2024-10-27 15:00:00,19,54,NA,3.5,15,18.3,1.54,3.5,24.1,55,2.6,181,735.6,0,0.001
2024,"SE3",2024-10-27 16:00:00,14,55,3,5.9,17.8,23.6,1.63,3.5,23.39,59,1.8,189,735.6,0,0.001
2024,"SE3",2024-10-27 17:00:00,5,60,14,17.2,21.9,39,1.85,3.7,22.26,65,1.8,170,735.6,0,0.001
2024,"SE3",2024-10-27 18:00:00,15,101,11,3.4,12.8,16,1.27,10.3,21.26,67,9,65,735.5,0,0.001
2024,"SE3",2024-10-27 19:00:00,25,42,4,2.4,5.3,7.6,1.16,8.5,20.83,72,10.2,88,735.1,0,0.001
2024,"SE3",2024-10-27 20:00:00,25,26,5,2.2,3.2,5.2,1.14,4.6,20,78,6,85,734.9,0,0.001
2024,"SE3",2024-10-27 21:00:00,20,29,3,2.1,5.5,7.5,1.12,4.5,18.81,84,1.8,38,734.7,0,0.001
2024,"SE3",2024-10-27 22:00:00,18,35,NA,2.1,4.4,6.4,1.11,3.5,17.93,87,1.8,350,734.4,0,0.001
2024,"SE3",2024-10-27 23:00:00,16,26,NA,2.5,4.5,6.9,1.1,3.3,17.23,90,5.4,343,734.4,0,0.001
2024,"SE3",2024-10-28,12,22,2,3.9,6.5,10.3,1.12,3.3,16.56,91,5,334,734.6,0,0.001
2024,"SE3",2024-10-28 01:00:00,5,30,5,17.9,13.3,31,1.26,3.4,16.56,92,2.5,280,734.8,0,0.003
2024,"SE3",2024-10-28 02:00:00,5,71,13,27.8,14.1,41.9,1.5,3.5,18.3,89,2.2,282,735,0,0.083
2024,"SE3",2024-10-28 03:00:00,18,143,13,8.3,8.7,16.8,1.29,3.6,21.08,81,6.3,329,735.2,0,0.233
2024,"SE3",2024-10-28 04:00:00,23,54,15,6.6,7.8,14.2,1.28,7.5,23.01,73,6.2,13,735.5,0,0.376
2024,"SE3",2024-10-28 05:00:00,32,44,19,7.5,12.2,19.5,1.31,56,25.33,61,5.7,93,735.2,0,0.49
2024,"SE3",2024-10-28 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"SE3",2024-10-28 07:00:00,32,9,6,17.4,1.2,18.5,0.79,5.3,15.96,27,7.6,120,NA,0,0.336
2024,"SE3",2024-10-28 08:00:00,37,NA,59,4.1,4.2,8.2,1.22,5,28.56,45,12.4,127,732.6,0,0.557
2024,"SE3",2024-10-28 09:00:00,37,66,29,3.5,3.7,7,1.19,5.8,29.23,43,13,121,731.5,0,0.476
2024,"SE3",2024-10-28 10:00:00,36,43,12,3.2,3.7,6.8,1.19,7.3,29.62,43,11.7,124,731.5,0,0.369
2024,"SE3",2024-10-28 11:00:00,34,40,3,3.5,4.6,7.9,1.19,4.6,29.43,43,13.1,107,731.3,0,0.226
2024,"SE3",2024-10-28 12:00:00,27,44,6,3.9,8.9,12.6,1.32,3.5,28.47,48,9.7,108,731.4,0,0.056
2024,"SE3",2024-10-28 13:00:00,19,50,NA,4.7,14.6,19,1.53,4.1,26.86,55,8.6,94,731.5,0,0.002
2024,"SE3",2024-10-28 14:00:00,20,81,NA,4.4,10.8,15,1.41,3.8,25.97,62,9.3,117,732,0,0.001
2024,"SE3",2024-10-28 15:00:00,20,58,NA,3.7,8.8,12.3,1.39,3.5,24.67,66,8.8,114,732.5,0,0.001
2024,"SE3",2024-10-28 16:00:00,17,52,2,3.6,7.7,11.1,1.39,3.5,23.36,72,8.3,111,732.6,0,0.001
2024,"SE3",2024-10-28 17:00:00,19,49,2,2.8,4.1,6.7,1.27,3.3,22.15,79,10.3,110,732.4,0,0.001
2024,"SE3",2024-10-28 18:00:00,19,36,3,2.5,3.1,5.5,1.23,3.4,21.34,83,9.3,117,732.2,0,0.001
2024,"SE3",2024-10-28 19:00:00,18,31,NA,2.6,3,5.4,1.22,3.3,20.9,84,9.3,106,731.8,0,0.001
2024,"SE3",2024-10-28 20:00:00,19,30,2,2.3,2,4.2,1.19,3.3,20.55,86,8.3,101,731.5,0,0.001
2024,"SE3",2024-10-28 21:00:00,20,31,NA,2.2,1.5,3.5,1.18,3.3,20.33,85,7.7,87,731.4,0,0.001
2024,"SE3",2024-10-28 22:00:00,21,23,2,2.2,2,4,1.17,3.3,20.44,84,8.5,91,731.1,0,0.001
2024,"SE3",2024-10-28 23:00:00,20,23,5,NA,NA,NA,1.18,4.3,20.44,85,8.1,103,730.8,0,0.001
2024,"SE3",2024-10-29,18,30,5,2.4,2.8,5.1,1.2,4.8,20.16,86,8.1,110,730.8,0,0.001
2024,"SE3",2024-10-29 01:00:00,15,35,7,3.2,3.8,6.9,1.26,3.4,19.8,88,5.8,129,731.1,0,0.002
2024,"SE3",2024-10-29 02:00:00,13,34,8,3.9,6.2,10,1.28,3.4,19.84,88,4.9,68,731.4,0,0.024
2024,"SE3",2024-10-29 03:00:00,17,53,8,5.4,6.5,11.8,1.32,3.8,20.91,81,6.3,116,731.8,0,0.137
2024,"SE3",2024-10-29 04:00:00,22,47,9,3.9,3.5,7.3,1.34,3.7,21.99,73,10.2,112,732.1,0,0.311
2024,"SE3",2024-10-29 05:00:00,25,45,15,3.7,3.3,6.8,1.29,3.3,23.09,69,10.7,128,732,0,0.431
2024,"SE3",2024-10-29 06:00:00,29,41,23,3.6,3.2,6.7,1.29,3.2,25,63,7.1,142,730.6,0,0.511
2024,"SE3",2024-10-29 07:00:00,33,39,24,3.7,3.9,7.4,1.33,3.3,27.37,55,8.2,159,730.3,0,0.562
2024,"SE3",2024-10-29 08:00:00,34,51,22,3.9,3.7,7.5,1.28,3.2,28.84,47,14,142,729.5,0,0.537
2024,"SE3",2024-10-29 09:00:00,34,64,14,3.4,3.5,6.7,1.42,3.3,29.71,45,15.8,136,728.8,0,0.456
2024,"SE3",2024-10-29 10:00:00,33,65,16,3.8,4,7.7,1.37,3.4,29.92,46,14.6,138,728.6,0,0.337
2024,"SE3",2024-10-29 11:00:00,32,58,15,4,5.2,9.1,1.29,3.4,29.56,50,13.7,131,728.6,0,0.173
2024,"SE3",2024-10-29 12:00:00,27,63,11,4.3,8,12.1,1.41,3.4,28.46,56,10.6,130,728.8,0,0.046
2024,"SE3",2024-10-29 13:00:00,24,86,8,4.3,8.4,12.5,1.51,3.2,27.1,59,10.4,131,729,0,0.002
2024,"SE3",2024-10-29 14:00:00,23,71,NA,4,7.8,11.6,1.41,3.2,25.91,60,9.1,133,729.6,0,0.001
2024,"SE3",2024-10-29 15:00:00,21,64,3,3.6,6.6,10,1.34,3.4,24.78,66,7.4,139,730.2,0,0.001
2024,"SE3",2024-10-29 16:00:00,19,55,2,3.2,6.7,9.7,1.37,3.5,23.92,69,8.4,107,730.7,0,0.001
2024,"SE3",2024-10-29 17:00:00,21,47,3,2.5,4,6.3,1.26,3.3,23.05,77,9.9,96,730.7,0,0.001
2024,"SE3",2024-10-29 18:00:00,18,34,5,2.6,6.5,8.9,1.23,7.4,22.68,81,10.8,88,730.6,0,0.001
2024,"SE3",2024-10-29 19:00:00,20,44,7,2.1,4.6,6.6,1.22,8.6,22.29,84,10.9,86,730.3,0,0.001
2024,"SE3",2024-10-29 20:00:00,20,34,3,2.1,5.2,7.1,1.22,9.3,22.02,83,10.4,94,730.3,0,0.001
2024,"SE3",2024-10-29 21:00:00,23,25,3,NA,NA,NA,1.21,4.3,21.77,84,10.6,91,730,0,0.001
2024,"SE3",2024-10-29 22:00:00,23,28,6,NA,NA,NA,1.22,3.7,21.37,86,9.6,106,729.8,0,0.001
2024,"SE3",2024-10-29 23:00:00,22,32,8,NA,NA,NA,1.22,3.6,21.33,86,6.7,111,730,0,0.001
2024,"SE3",2024-10-30,18,33,6,2.4,3.1,5.3,1.23,3.3,21.09,86,6.5,119,730,0,0.001
2024,"SE3",2024-10-30 01:00:00,13,36,11,3.4,6,9.3,1.31,3.3,20.88,85,3.2,111,730.2,0,0.003
2024,"SE3",2024-10-30 02:00:00,8,45,7,9.4,9.1,18.3,1.5,3.4,20.81,84,3.1,150,730.6,0,0.039
2024,"SE3",2024-10-30 03:00:00,10,58,14,12.6,11.8,24.3,1.69,3.6,22.22,79,1.8,185,731.2,0,0.115
2024,"SE3",2024-10-30 04:00:00,24,93,21,4.8,5.3,9.9,1.33,3.9,25.15,66,3.4,349,731.5,0,0.334
2024,"SE3",2024-10-30 05:00:00,28,52,23,4.4,6.4,10.7,1.34,3.6,25.48,65,6.6,351,731.5,0,0.354
2024,"SE3",2024-10-30 06:00:00,36,46,24,4.5,7.4,11.8,1.36,4.8,27.16,60,3.6,263,731.2,0,0.525
2024,"SE3",2024-10-30 07:00:00,55,57,36,4.1,11.7,15.6,1.34,46.2,28.11,56,3.4,104,730.6,0,0.54
2024,"SE3",2024-10-30 08:00:00,66,85,46,2.9,8.8,11.5,1.33,44.9,28.84,54,2.1,163,729.9,0,0.506
2024,"SE3",2024-10-30 09:00:00,66,88,45,2.6,6.7,9.2,1.33,28.9,29.43,51,6.7,146,729.3,0,0.417
2024,"SE3",2024-10-30 10:00:00,66,84,35,2.7,6.9,9.5,1.37,6.1,30.01,50,5.6,155,729.1,0,0.323
2024,"SE3",2024-10-30 11:00:00,47,71,24,3.2,8.2,11.2,1.36,4.1,29.68,51,7.1,150,729.2,0,0.154
2024,"SE3",2024-10-30 12:00:00,30,69,12,3.9,13.8,17.6,1.57,3.9,29.04,53,1.8,148,729.4,0,0.033
2024,"SE3",2024-10-30 13:00:00,15,99,14,9.8,33.8,43.4,2.31,4.1,28.08,59,1.8,189,729.7,0,0.002
2024,"SE3",2024-10-30 14:00:00,19,154,31,5.8,43.3,48.8,2.13,4.1,26.9,65,2.1,282,730.3,0,0.001
2024,"SE3",2024-10-30 15:00:00,15,278,45,5.3,36.5,41.4,2.13,4,25.74,69,1.8,231,730.4,0,0.001
2024,"SE3",2024-10-30 16:00:00,5,219,43,15.1,35,49.9,2.46,3.8,24.85,75,1.8,200,730.7,0,0.001
2024,"SE3",2024-10-30 17:00:00,9,209,42,12.6,25.5,37.8,1.73,3.8,23.99,76,4.9,21,730.9,0,0.001
2024,"SE3",2024-10-30 18:00:00,16,152,23,2.5,5.8,8.2,1.35,4,23.53,81,9.1,92,730.8,0,0.001
2024,"SE3",2024-10-30 19:00:00,14,48,14,2.3,7,9.2,1.31,3.7,23.2,85,4.7,101,730.7,0,0.001
2024,"SE3",2024-10-30 20:00:00,14,41,10,2.5,3.8,6.1,1.29,3.5,22.4,88,2.7,147,730.7,0,0.001
2024,"SE3",2024-10-30 21:00:00,7,37,6,4.8,8.7,13.3,1.25,3.5,21.47,90,2,356,730.5,0,0.001
2024,"SE3",2024-10-30 22:00:00,9,32,6,4.2,8.7,12.8,1.25,3.5,21.73,91,3.1,14,730.3,0,0.001
2024,"SE3",2024-10-30 23:00:00,13,39,5,2.2,5.3,7.4,1.25,3.6,21.91,90,4.1,30,730.3,0,0.001
2024,"SE3",2024-10-31,17,34,9,2,4.4,6.3,1.26,3.8,22.1,87,2.7,92,730.5,0,0.001
2024,"SE3",2024-10-31 01:00:00,14,33,9,2.6,6.6,9.1,1.29,4.1,22.11,86,4.7,59,731,0,0.001
2024,"SE3",2024-10-31 02:00:00,21,43,NA,3.3,5,8.1,1.36,4.4,22.26,85,3.4,95,731.3,0,0.014
2024,"SE3",2024-10-31 03:00:00,17,50,19,3.4,6,9.3,1.33,15.7,22.8,84,6,31,731.7,0,0.095
2024,"SE3",2024-10-31 04:00:00,23,73,21,2.8,4.4,7.2,1.28,17.7,23.55,80,6,15,732.2,0,0.144
2024,"SE3",2024-10-31 05:00:00,25,57,18,4,6.7,10.6,1.33,7.1,24.6,76,7.2,350,732.2,0,0.246
2024,"SE3",2024-10-31 06:00:00,38,45,15,4,6.8,10.7,1.31,15.1,27.39,64,5.3,20,731.8,0,0.537
2024,"SE3",2024-10-31 07:00:00,48,60,41,3,5.9,8.8,1.35,20.6,29.14,57,4.6,347,731.2,0,0.54
2024,"SE3",2024-10-31 08:00:00,68,72,46,3.1,9.7,12.6,1.36,41.3,29.81,54,8,162,730.3,0,0.529
2024,"SE3",2024-10-31 09:00:00,81,91,56,2.6,10,12.3,1.33,46.6,30.6,52,6.3,139,730,0,0.426
2024,"SE3",2024-10-31 10:00:00,55,102,49,2.6,5.5,7.9,1.28,15.9,30.08,53,8.1,101,730,0,0.284
2024,"SE3",2024-10-31 11:00:00,40,74,27,3.5,8.3,11.6,1.29,8.6,29.48,56,10.3,71,730,0,0.149
2024,"SE3",2024-10-31 12:00:00,24,73,10,3.8,11.6,15.1,1.37,3.8,28.37,62,7.9,58,730.3,0,0.031
2024,"SE3",2024-10-31 13:00:00,18,83,10,4.8,13.3,18,1.38,3.7,27.39,65,5.6,48,730.5,0,0.001
2024,"SE3",2024-10-31 14:00:00,6,80,20,16.2,22.2,38.3,1.75,3.8,26.55,69,3.7,266,731,0,0.001
2024,"SE3",2024-10-31 15:00:00,5,225,33,16,24.7,40.5,1.85,3.9,25.93,72,4.3,250,731.4,0,0.001
2024,"SE3",2024-10-31 16:00:00,5,247,36,13.5,27.2,40.5,1.98,4,25.08,75,3.3,256,731.4,0,0.001
2024,"SE3",2024-10-31 17:00:00,6,188,35,8.1,21.3,29.3,1.62,3.8,24.69,76,7.2,52,731.7,0,0.001
2024,"SE3",2024-10-31 18:00:00,10,127,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"SE3",2024-10-31 19:00:00,13,66,15,2.9,4.8,7.6,1.33,3.3,23.65,85,6.1,143,731.4,0,0.001
2024,"SE3",2024-10-31 20:00:00,12,43,12,2.5,4.9,7.3,1.28,3.2,23.25,86,5.5,71,731.2,0,0.001
2024,"SE3",2024-10-31 21:00:00,8,55,11,2.6,6.6,9.1,1.26,3.6,22.67,89,5.1,53,731.1,0,0.001
2024,"SE3",2024-10-31 22:00:00,10,41,10,2.1,3.6,5.6,1.25,3.5,22.38,91,6.6,47,731.1,0,0.001
2024,"SE3",2024-10-31 23:00:00,9,36,10,2.6,5.5,8,1.27,7.3,22.51,91,4.4,103,731,0,0.001
2024,"SE3",2024-11-01,12,43,12,2.7,2.7,5.3,1.27,5.1,22.57,91,5.8,137,731.3,0,0.001
2024,"SE3",2024-11-01 01:00:00,12,36,13,3.3,3.8,7,1.33,3.8,22.54,90,3.3,125,731.5,0,0.002
2024,"SE3",2024-11-01 02:00:00,8,44,12,8.3,8.4,16.6,1.43,3.6,22.89,89,2.1,122,732,0,0.02
2024,"SE3",2024-11-01 03:00:00,9,50,17,3.9,6.8,10.6,1.35,4.2,23.39,87,5.4,53,732.5,0,0.035
2024,"SE3",2024-11-01 04:00:00,14,51,13,4.7,4.4,9,1.41,4.1,24.41,83,6.3,144,732.9,0,0.164
2024,"SE3",2024-11-01 05:00:00,20,46,8,3.7,3.2,6.8,1.39,3.6,26.22,75,7.2,135,732.9,0,0.291
2024,"SE3",2024-11-01 06:00:00,25,53,24,3.5,3.6,6.9,1.36,3.4,27.1,69,8.1,120,732.4,0,0.298
2024,"SE3",2024-11-01 07:00:00,29,52,22,3.9,4.1,7.9,1.39,3.5,28.46,63,10.3,124,731.5,0,0.43
2024,"SE3",2024-11-01 08:00:00,30,63,23,3.4,4.2,7.5,1.34,6.9,28.87,62,10.3,83,730.6,0,0.325
2024,"SE3",2024-11-01 09:00:00,26,60,24,4.6,5.2,9.7,1.37,15.9,29.06,61,10.1,92,730.1,0,0.261
2024,"SE3",2024-11-01 10:00:00,23,77,25,4.8,7.2,11.8,1.44,17.6,29.34,60,9.3,108,729.9,0,0.145
2024,"SE3",2024-11-01 11:00:00,23,64,16,4,5.8,9.6,1.43,8,29.54,58,10,112,729.6,0,0.131
2024,"SE3",2024-11-01 12:00:00,17,61,17,5.8,9.8,15.4,1.67,8.3,28.73,60,7.8,131,729.8,0,0.015
2024,"SE3",2024-11-01 13:00:00,10,104,17,8.9,14.8,23.6,1.8,3.8,27.83,66,7.1,122,730.1,0.02,0.001
2024,"SE3",2024-11-01 14:00:00,24,117,21,3.3,6,9.2,1.37,5.6,24.27,76,13.6,103,730.8,0.01,0.001
2024,"SE3",2024-11-01 15:00:00,14,48,6,5.3,11.2,16.4,1.37,23.9,25.13,74,12.6,91,731.2,0,0.001
2024,"SE3",2024-11-01 16:00:00,15,53,9,3.2,4.7,7.8,1.33,10.3,24.98,78,14.4,102,731.4,0,0.001
2024,"SE3",2024-11-01 17:00:00,14,43,8,3.3,3.4,6.6,1.31,4.1,24.18,84,9.9,110,731.4,0,0.001
2024,"SE3",2024-11-01 18:00:00,14,38,4,2.8,2.9,5.5,1.29,3.4,23.68,87,12,101,731.4,0,0.001
2024,"SE3",2024-11-01 19:00:00,14,35,NA,2.3,2,4.2,1.27,3.4,23.44,88,11.8,103,731.1,0,0.001
2024,"SE3",2024-11-01 20:00:00,13,28,NA,2.5,2.1,4.5,1.27,3.4,23.2,88,9.7,99,730.8,0,0.001
