"año","estacion","date","O3","PM10","PM2.5","NO","NO2","NOX","CO","SO2","TOUT","RH","WSR","WDR","PRS","RAINF","SR"
2024,"SE3",2024-10-15 19:00:00,11,45,15,8.6,18.1,26.5,1.33,4,20.57,70,4.2,280,733,0,0.001
2024,"SE3",2024-10-15 20:00:00,9,96,16,7.5,19.2,26.5,1.15,4,19.71,77,6.4,13,732.9,0,0.001
2024,"SE3",2024-10-15 21:00:00,15,63,8,2.4,9.7,12,1.1,3.6,19.23,85,4,31,732.9,0,0.001
2024,"SE3",2024-10-15 22:00:00,8,45,6,5.3,13.3,18.5,1.09,4,19,88,2.6,274,732.9,0,0.001
2024,"SE3",2024-10-15 23:00:00,8,55,8,6,11.4,17.2,1.13,3.7,19.08,90,4.7,282,733.2,0,0.001
2024,"SE3",2024-10-16,12,50,NA,2.8,6.7,9.4,1.18,3.7,19.48,91,4.2,280,733.9,0,0.001
2024,"SE3",2024-10-16 01:00:00,7,60,44,6,13.9,19.7,1.25,7.5,19.93,90,4.2,268,734.4,0,0.003
2024,"SE3",2024-10-16 02:00:00,10,95,29,8.3,12.9,21,1.38,5,20.71,86,2.8,275,735.1,0,0.036
2024,"SE3",2024-10-16 03:00:00,20,93,16,8.9,13.8,22.6,1.46,6.3,22.41,76,6.1,253,735.6,0,0.155
2024,"SE3",2024-10-16 04:00:00,35,108,22,4.7,8.6,13.1,1.27,35.8,25.2,66,5,216,735.9,0,0.418
2024,"SE3",2024-10-16 05:00:00,39,86,27,3.2,5,8.1,1.24,20.2,25.85,64,7.7,40,736.2,0,0.491
2024,"SE3",2024-10-16 06:00:00,40,52,20,2.8,3.5,6.2,1.2,7.1,26.54,60,9.9,60,736.3,0,0.513
2024,"SE3",2024-10-16 07:00:00,40,50,25,3.3,3.8,7,1.2,3.9,27.55,48,14.8,58,736,0,0.508
2024,"SE3",2024-10-16 08:00:00,42,86,9,3.7,4.1,7.6,1.18,3.5,28.46,44,15.8,62,735.1,0,0.6
2024,"SE3",2024-10-16 09:00:00,44,54,8,3.5,4.1,7.5,1.16,3.4,28.1,47,15.1,57,734.7,0,0.443
2024,"SE3",2024-10-16 10:00:00,51,69,11,2.6,3.7,6.2,1.17,3.4,28.06,48,13.8,57,734.4,0,0.395
2024,"SE3",2024-10-16 11:00:00,55,63,11,2.7,7.6,10.1,1.25,5.6,27.95,47,11.2,82,734.1,0,0.14
2024,"SE3",2024-10-16 12:00:00,45,80,6,3.1,10.6,13.5,1.42,4,25.6,58,8.2,149,734.3,0,0.018
2024,"SE3",2024-10-16 13:00:00,36,70,NA,3.2,13.2,16.2,1.42,3.8,24.64,61,8.7,114,735,0,0.002
2024,"SE3",2024-10-16 14:00:00,43,56,3,2.3,6.9,9.1,1.23,3.4,22.12,71,12.2,66,723.2,0.37,0.001
2024,"SE3",2024-10-16 15:00:00,32,NA,23,2.3,13.2,15.3,1.26,5.3,21.21,85,10.3,81,736,0.02,0.001
2024,"SE3",2024-10-16 16:00:00,39,56,16,2.2,6.2,8.3,1.24,3.9,20.66,87,15.1,75,736.4,0.74,0.001
2024,"SE3",2024-10-16 17:00:00,36,18,2,2.2,10.7,12.7,1.22,14.1,19.4,91,15,78,736.7,0.2,0.001
2024,"SE3",2024-10-16 18:00:00,38,41,NA,2,5.5,7.4,1.2,4.7,19.32,92,12.7,72,736.5,0,0.001
2024,"SE3",2024-10-16 19:00:00,35,30,4,2,4.7,6.5,1.19,4.6,19.37,92,8.4,61,736.5,0.01,0.001
2024,"SE3",2024-10-16 20:00:00,34,14,3,NA,NA,NA,1.23,3.3,19.38,92,9,46,735.8,0,0.001
2024,"SE3",2024-10-16 21:00:00,33,10,3,NA,NA,NA,1.2,3.1,19.48,92,10.5,66,735.5,0.02,0.001
2024,"SE3",2024-10-16 22:00:00,33,10,6,NA,NA,NA,1.22,5.2,19.69,92,10,92,735.2,0.01,0.001
2024,"SE3",2024-10-16 23:00:00,31,52,8,2.1,3.7,5.6,1.22,13.6,19.69,91,9.8,96,735.2,0,0.001
2024,"SE3",2024-10-17,28,21,12,2.3,6.4,8.5,1.24,9.9,19.41,92,8.9,97,735.6,0.02,0.001
2024,"SE3",2024-10-17 01:00:00,26,45,10,2.6,8.7,11.1,1.28,5.5,19.24,92,8.7,80,735.8,0,0.002
2024,"SE3",2024-10-17 02:00:00,26,42,11,3.4,10.1,13.3,1.41,7,19.45,92,8,102,736.1,0,0.045
2024,"SE3",2024-10-17 03:00:00,27,23,15,4.2,9.7,13.7,1.5,13.1,19.76,90,7.9,110,736.4,0.09,0.052
2024,"SE3",2024-10-17 04:00:00,31,38,12,3.8,7.6,11.2,1.37,14.9,19.89,91,9.9,106,736.9,0.04,0.125
2024,"SE3",2024-10-17 05:00:00,37,29,17,3.6,6.2,9.7,1.35,16.6,21.45,85,12,97,736.5,0,0.323
2024,"SE3",2024-10-17 06:00:00,38,43,21,3.6,5.6,9.1,1.35,21.2,22.2,79,12.5,102,736,0,0.33
2024,"SE3",2024-10-17 07:00:00,41,10,NA,3.5,5.2,8.6,1.37,16.3,23.59,73,14.6,73,735.2,0,0.503
2024,"SE3",2024-10-17 08:00:00,43,28,14,3.6,4.8,8.3,1.33,4.8,23.82,71,15.1,63,734.1,0,0.402
2024,"SE3",2024-10-17 09:00:00,41,20,8,2.5,4.5,6.9,1.32,4,23.07,74,17.4,67,733.5,0,0.1
2024,"SE3",2024-10-17 10:00:00,40,19,2,2.5,7.1,9.4,1.33,4.5,22.97,74,15.5,73,733.3,0,0.032
2024,"SE3",2024-10-17 11:00:00,40,31,6,2.9,7.8,10.6,1.34,12.4,22.34,77,14.3,99,733.4,0.08,0.045
2024,"SE3",2024-10-17 12:00:00,35,40,NA,2.6,11.3,13.6,1.43,11.1,20.89,83,9.6,90,734.1,0.18,0.006
2024,"SE3",2024-10-17 13:00:00,34,44,6,2.5,8.6,10.9,1.33,3.7,20.05,88,7,57,734.4,0.4,0.001
2024,"SE3",2024-10-17 14:00:00,31,19,9,2.8,12.2,14.8,1.35,12.3,20.15,89,11.7,92,734.8,0.26,0.001
2024,"SE3",2024-10-17 15:00:00,36,34,7,2.4,4.3,6.6,1.28,11.8,19.91,90,15,113,735,0.2,0.001
2024,"SE3",2024-10-17 16:00:00,42,39,5,2.2,2.5,4.6,1.25,3.5,19.59,91,15.3,127,735.4,0.09,0.001
2024,"SE3",2024-10-17 17:00:00,42,4,3,2.1,2.4,4.4,1.24,3.2,19.31,92,12.2,125,735.2,0.11,0.001
2024,"SE3",2024-10-17 18:00:00,37,26,2,2.1,2.5,4.4,1.24,3,19.47,93,8.6,110,734.9,0,0.001
2024,"SE3",2024-10-17 19:00:00,34,27,2,NA,NA,NA,1.2,3.3,19.41,93,10.5,114,734.4,0,0.001
2024,"SE3",2024-10-17 20:00:00,33,13,7,2,1.6,3.4,1.21,3.3,19.52,93,7.6,123,734.1,0,0.001
2024,"SE3",2024-10-17 21:00:00,34,7,NA,2,1.4,3.2,1.21,3.2,19.65,92,10.2,102,733.6,0,0.001
2024,"SE3",2024-10-17 22:00:00,32,15,2,NA,NA,NA,1.2,3.3,19.67,92,10,106,733.3,0.01,0.001
2024,"SE3",2024-10-17 23:00:00,29,13,8,NA,NA,NA,1.23,12.7,19.62,91,8.6,90,733.3,0,0.001
2024,"SE3",2024-10-18,25,27,7,2.1,7,8.9,1.23,28.7,19.88,89,9,85,733.8,0,0.001
2024,"SE3",2024-10-18 01:00:00,21,22,8,2.4,9.4,11.6,1.3,25.3,19.9,89,9,85,734.1,0,0.001
2024,"SE3",2024-10-18 02:00:00,17,44,14,2.9,9.7,12.5,1.32,12.3,19.73,90,8.4,58,734.6,0,0.021
2024,"SE3",2024-10-18 03:00:00,17,35,5,3.6,9.1,12.6,1.32,7.1,19.83,89,8.3,60,735.1,0,0.048
2024,"SE3",2024-10-18 04:00:00,24,38,8,4.9,9.5,14.2,1.38,21.7,20.76,85,10.4,87,735.6,0,0.158
2024,"SE3",2024-10-18 05:00:00,28,50,10,4.4,5.9,10.1,1.35,15.8,21.47,82,11.3,107,735.6,0,0.187
2024,"SE3",2024-10-18 06:00:00,23,49,6,5.1,7.8,12.8,1.35,16.5,21.48,83,9.7,69,735.3,0,0.101
2024,"SE3",2024-10-18 07:00:00,24,43,6,4.1,7.3,11.3,1.34,5.6,21.77,82,7.8,57,734.9,0,0.101
2024,"SE3",2024-10-18 08:00:00,20,33,9,7.5,12.1,19.5,1.53,11.6,22.65,80,5.5,181,734.3,0,0.096
2024,"SE3",2024-10-18 09:00:00,22,62,10,5.3,11.6,16.7,1.52,4.4,21.96,84,7.6,255,734,0,0.105
2024,"SE3",2024-10-18 10:00:00,21,57,13,5.3,11.8,16.9,1.5,3.8,22.19,83,6.2,264,734.1,0.02,0.059
2024,"SE3",2024-10-18 11:00:00,16,61,9,4.6,13.1,17.5,1.48,3.4,21.43,88,3.9,274,734.1,0.15,0.02
2024,"SE3",2024-10-18 12:00:00,13,37,12,10.6,20.3,30.7,1.8,3.8,21.23,89,2.7,200,734.4,0.13,0.008
2024,"SE3",2024-10-18 13:00:00,13,50,13,6.3,21.2,27.3,1.86,3.7,21.33,90,5,99,734.6,0,0.002
2024,"SE3",2024-10-18 14:00:00,13,41,10,4.1,17.5,21.4,1.53,8.4,21.54,90,8,74,734.9,0,0.001
2024,"SE3",2024-10-18 15:00:00,22,30,13,3.1,8.6,11.5,1.42,11.7,21.64,87,8.5,110,735.4,0,0.001
2024,"SE3",2024-10-18 16:00:00,25,39,6,3,6.2,9.1,1.38,4,21.22,87,9.5,119,736,0,0.001
2024,"SE3",2024-10-18 17:00:00,26,31,5,2.3,4,6.2,1.32,3.4,20.77,89,6.8,144,736.3,0.02,0.001
2024,"SE3",2024-10-18 18:00:00,26,36,2,2.2,4.8,6.9,1.33,3.4,20.61,91,5.7,114,736,0.02,0.001
2024,"SE3",2024-10-18 19:00:00,24,29,6,2.2,4.2,6.3,1.3,3.4,20.78,90,7.1,97,735.7,0,0.001
2024,"SE3",2024-10-18 20:00:00,25,28,4,NA,NA,NA,1.26,3.3,20.9,90,9.9,103,735.6,0,0.001
2024,"SE3",2024-10-18 21:00:00,24,32,3,2.1,1.9,3.9,1.25,3.2,20.77,90,9.6,105,735.1,0,0.001
2024,"SE3",2024-10-18 22:00:00,24,26,3,2.9,2.5,5.2,1.25,3.2,20.63,90,9,100,734.8,0,0.001
2024,"SE3",2024-10-18 23:00:00,25,28,3,2.2,2,4.1,1.25,3.2,20.47,90,7.2,86,734.9,0,0.001
2024,"SE3",2024-10-19,25,28,NA,2.5,3,5.3,1.27,3.7,20.7,89,7.6,102,735.4,0,0.001
2024,"SE3",2024-10-19 01:00:00,21,33,6,2.6,6,8.5,1.35,3.5,20.57,89,3.6,96,735.7,0,0.002
2024,"SE3",2024-10-19 02:00:00,19,34,7,3.4,9.2,12.5,1.42,5.8,20.82,88,3.5,87,736.4,0,0.035
2024,"SE3",2024-10-19 03:00:00,22,35,6,5.1,9.3,14.2,1.4,5.7,21.19,86,4.5,82,737.1,0,0.059
2024,"SE3",2024-10-19 04:00:00,21,29,5,5.8,9.8,15.5,1.38,13.4,21.6,84,3.4,80,737.9,0,0.091
2024,"SE3",2024-10-19 05:00:00,26,43,11,6.1,8.6,14.5,1.38,9.5,22.46,80,5.8,105,738.1,0,0.168
2024,"SE3",2024-10-19 06:00:00,29,38,17,5,7.3,12.2,1.35,20.9,23.6,76,7.6,79,737.7,0,0.262
2024,"SE3",2024-10-19 07:00:00,29,50,24,4.5,6.9,11.3,1.34,13.7,24.16,73,10,70,737.2,0,0.208
2024,"SE3",2024-10-19 08:00:00,29,41,14,6,9.6,15.4,1.36,12.1,24.78,70,9.9,77,736.7,0,0.23
2024,"SE3",2024-10-19 09:00:00,33,53,12,4.8,8.6,13.2,1.43,21.7,25.64,65,10.8,108,736.3,0,0.249
2024,"SE3",2024-10-19 10:00:00,33,54,7,5.7,7.9,13.4,1.38,19.8,26.39,61,10.3,108,736,0,0.214
2024,"SE3",2024-10-19 11:00:00,30,49,12,4.4,8.4,12.6,1.44,5.9,26.12,63,6.1,142,736.1,0,0.096
2024,"SE3",2024-10-19 12:00:00,23,51,10,4.9,10,14.7,1.55,3.8,24.94,71,5.8,194,736.5,0,0.031
2024,"SE3",2024-10-19 13:00:00,15,61,2,6.1,16.8,22.6,1.81,3.4,24.12,73,2.6,158,736.8,0,0.002
2024,"SE3",2024-10-19 14:00:00,13,72,4,7.1,17.1,24,1.81,3.4,23.5,76,1.9,130,737.2,0,0.001
2024,"SE3",2024-10-19 15:00:00,10,61,9,7.3,18.3,25.5,1.89,3.3,23.11,77,1.8,121,737.4,0,0.001
2024,"SE3",2024-10-19 16:00:00,12,72,14,6.1,15,20.8,1.75,3.2,22.92,77,1.8,127,737.7,0,0.001
2024,"SE3",2024-10-19 17:00:00,15,66,9,3.9,9.6,13.3,1.48,3.3,22.36,81,5.1,97,737.8,0,0.001
2024,"SE3",2024-10-19 18:00:00,18,46,8,2.8,7.4,10.1,1.37,4.4,22.39,82,9,99,737.6,0,0.001
2024,"SE3",2024-10-19 19:00:00,22,38,7,2.7,5.2,7.8,1.33,3.3,21.94,83,7.1,141,737.4,0,0.001
2024,"SE3",2024-10-19 20:00:00,16,43,2,3.1,6.2,9.1,1.32,3.1,21.18,87,1.9,153,737.4,0,0.001
2024,"SE3",2024-10-19 21:00:00,22,36,4,2.2,3.4,5.5,1.23,3,21.04,88,4.6,87,737.4,0,0.001
2024,"SE3",2024-10-19 22:00:00,19,34,5,2,5.5,7.4,1.23,8.6,20.81,88,4.7,59,737.2,0,0.001
2024,"SE3",2024-10-19 23:00:00,15,32,4,2.2,7.9,9.9,1.2,4.6,20.34,90,2.8,47,737.1,0,0.001
2024,"SE3",2024-10-20,22,32,4,2,3.2,5.1,1.18,3.4,20.09,91,3.9,45,737.5,0,0.001
2024,"SE3",2024-10-20 01:00:00,27,21,2,2,3.3,5.1,1.22,3.2,20.19,92,1.8,72,737.9,0,0.002
2024,"SE3",2024-10-20 02:00:00,20,32,6,3.1,8.2,11.2,1.4,5.8,20.51,92,1.8,186,738.4,0,0.018
2024,"SE3",2024-10-20 03:00:00,25,48,16,3.8,6.1,9.8,1.4,8.6,20.89,91,3.6,166,739,0,0.068
2024,"SE3",2024-10-20 04:00:00,32,49,10,3.1,3.6,6.6,1.31,4.4,22.64,84,3.6,167,739,0,0.315
2024,"SE3",2024-10-20 05:00:00,36,44,8,3.4,5.1,8.4,1.28,16.8,24.72,72,2.7,95,738.9,0,0.316
2024,"SE3",2024-10-20 06:00:00,44,44,27,3.3,5.8,9,1.3,59,25.94,68,2.8,155,738.4,0,0.403
2024,"SE3",2024-10-20 07:00:00,36,54,22,2.8,4.3,6.9,1.3,16.1,24.91,74,7.3,76,738,0.01,0.153
2024,"SE3",2024-10-20 08:00:00,38,41,11,4.1,4.7,8.6,1.29,4,24.19,77,11.6,71,737.4,0,0.257
2024,"SE3",2024-10-20 09:00:00,37,44,2,2.7,4,6.6,1.29,3.7,23.15,80,12.2,64,737.1,0,0.175
2024,"SE3",2024-10-20 10:00:00,38,37,NA,2.2,2.8,4.8,1.3,3.3,22.01,85,9.4,18,737.1,0,0.079
2024,"SE3",2024-10-20 11:00:00,33,25,NA,2.4,4.1,6.3,1.32,3,22.23,87,3.3,334,736.9,0,0.065
2024,"SE3",2024-10-20 12:00:00,31,27,NA,2.2,4.1,6.2,1.32,3.1,22.59,85,1.8,288,736.9,0,0.024
2024,"SE3",2024-10-20 13:00:00,22,33,5,2.7,9.8,12.4,1.48,3.3,22.49,86,1.8,279,737.1,0,0.001
2024,"SE3",2024-10-20 14:00:00,17,39,9,3,11.5,14.3,1.53,3.3,22.32,87,1.8,328,737.4,0,0.001
2024,"SE3",2024-10-20 15:00:00,19,42,8,2.3,4.5,6.6,1.32,3.2,22.28,88,6.8,29,737.4,0,0.001
2024,"SE3",2024-10-20 16:00:00,25,35,5,2.1,2.5,4.4,1.27,3.2,21.83,89,10.3,41,737.7,0,0.001
2024,"SE3",2024-10-20 17:00:00,31,25,NA,2,3.6,5.5,1.27,3,21.44,90,6.1,66,737.7,0,0.001
2024,"SE3",2024-10-20 18:00:00,31,24,NA,2.2,3.6,5.7,1.29,3.6,21.23,90,7.3,110,737.4,0.02,0.001
2024,"SE3",2024-10-20 19:00:00,33,24,4,2.1,2.4,4.4,1.26,3.2,20.97,91,2.9,163,736.9,0.03,0.001
2024,"SE3",2024-10-20 20:00:00,33,27,NA,2,1.6,3.5,1.25,3.1,21,91,4.2,146,736.6,0.08,0.001
2024,"SE3",2024-10-20 21:00:00,34,25,4,2,1.5,3.4,1.25,3.5,20.99,91,4.2,125,736.2,0.01,0.001
2024,"SE3",2024-10-20 22:00:00,31,25,NA,NA,NA,NA,1.25,8.8,21.07,91,5.5,126,735.9,0,0.001
2024,"SE3",2024-10-20 23:00:00,28,25,5,NA,NA,NA,1.26,3.6,21.1,92,4,114,735.9,0,0.001
2024,"SE3",2024-10-21,24,NA,3,2.1,3.7,5.7,1.29,3.4,21.13,92,1.8,124,735.9,0,0.001
2024,"SE3",2024-10-21 01:00:00,23,36,3,2.7,5.9,8.5,1.36,3.2,21.2,92,1.8,117,736.2,0,0.002
2024,"SE3",2024-10-21 02:00:00,18,29,2,5.5,9.7,15,1.59,3.2,21.27,91,5,124,736.6,0,0.024
2024,"SE3",2024-10-21 03:00:00,22,31,5,5,7.4,12.2,1.47,4.6,21.62,91,9.3,118,737.1,0,0.069
2024,"SE3",2024-10-21 04:00:00,30,38,4,3.7,4.6,8.3,1.36,5.6,23.11,84,9.9,121,737,0.02,0.243
2024,"SE3",2024-10-21 05:00:00,34,45,19,3.7,4.2,7.8,1.38,3.8,24.82,73,9.1,136,736.7,0,0.405
2024,"SE3",2024-10-21 06:00:00,35,48,30,3.5,3.8,7.1,1.35,3.5,25.39,67,10.1,133,736.3,0,0.366
2024,"SE3",2024-10-21 07:00:00,34,43,17,3.8,4.6,8.2,1.42,3.4,25.36,67,10,133,735.7,0,0.26
2024,"SE3",2024-10-21 08:00:00,34,46,6,3.4,4.2,7.5,1.36,3.9,25.71,64,8.7,147,735,0,0.233
2024,"SE3",2024-10-21 09:00:00,26,43,11,5.2,7.9,13,1.54,3.4,24.95,73,7,216,734.5,0,0.108
2024,"SE3",2024-10-21 10:00:00,24,63,6,5.1,9,13.9,1.52,3.5,24.34,76,7.1,233,734.4,0,0.119
2024,"SE3",2024-10-21 11:00:00,18,65,4,7.2,12.2,19.2,1.7,3.4,23.97,77,6,240,734.4,0,0.046
2024,"SE3",2024-10-21 12:00:00,14,73,8,5.9,17.2,22.9,2.02,3.4,23.88,78,3.6,235,734.4,0,0.01
2024,"SE3",2024-10-21 13:00:00,9,92,15,7.8,21.2,28.8,1.96,3.4,23.99,78,1.9,168,734.4,0,0.002
2024,"SE3",2024-10-21 14:00:00,5,89,19,12.5,27.9,40.2,2.32,3.6,23.64,79,2.2,204,734.7,0,0.001
2024,"SE3",2024-10-21 15:00:00,3,114,19,28.5,24.2,52.5,2.51,4,23.13,82,2,260,734.8,0,0.001
2024,"SE3",2024-10-21 16:00:00,3,204,22,47.6,20.7,68.2,2.73,3.9,22.97,85,1.8,154,735,0,0.001
2024,"SE3",2024-10-21 17:00:00,6,171,22,9.5,14.8,24.1,1.81,3.3,23.07,84,4.3,99,734.8,0,0.001
2024,"SE3",2024-10-21 18:00:00,11,61,13,3.3,9.5,12.6,1.46,3.1,22.84,83,5.5,111,734.8,0,0.001
2024,"SE3",2024-10-21 19:00:00,14,47,5,2.2,5.4,7.5,1.33,3.3,22.54,83,5.1,119,734.7,0,0.001
2024,"SE3",2024-10-21 20:00:00,15,41,6,2.2,3.4,5.4,1.28,4.9,22.18,85,7,108,734.6,0,0.001
2024,"SE3",2024-10-21 21:00:00,16,39,NA,NA,NA,NA,1.25,3.4,21.8,87,5.4,119,734.1,0,0.001
2024,"SE3",2024-10-21 22:00:00,15,30,4,2.1,2,3.9,1.25,3.3,21.53,88,6,117,734.1,0,0.001
2024,"SE3",2024-10-21 23:00:00,14,29,4,2.2,2.6,4.6,1.25,3.2,21.56,88,4.3,127,734.1,0,0.001
2024,"SE3",2024-10-22,17,30,5,2.9,4.1,6.8,1.27,3.3,21.66,87,5.9,143,734.1,0,0.001
2024,"SE3",2024-10-22 01:00:00,14,43,6,3.7,7.1,10.7,1.35,3.3,21.44,88,4.1,130,734.3,0,0.004
2024,"SE3",2024-10-22 02:00:00,10,47,NA,4.8,8.1,12.7,1.33,3.7,21.57,88,4.6,33,734.8,0,0.035
2024,"SE3",2024-10-22 03:00:00,21,52,11,4.2,6.4,10.3,1.4,4.8,23.42,81,7.7,110,735.4,0,0.307
2024,"SE3",2024-10-22 04:00:00,25,48,12,3.4,3,6.3,1.4,3.6,24.13,75,11.3,129,735.7,0,0.343
2024,"SE3",2024-10-22 05:00:00,29,43,15,3.7,3.4,7,1.35,3.4,25.5,67,11.4,140,735.6,0,0.364
2024,"SE3",2024-10-22 06:00:00,32,54,19,3.7,3.9,7.4,1.38,3.3,26.15,65,11.6,148,735.6,0,0.299
2024,"SE3",2024-10-22 07:00:00,31,47,9,3.6,4.1,7.6,1.38,3.2,26.52,64,9.3,136,735,0,0.3
2024,"SE3",2024-10-22 08:00:00,31,46,8,4,4.7,8.6,1.36,3.4,26.98,62,6.5,95,734.3,0,0.21
2024,"SE3",2024-10-22 09:00:00,33,38,6,2.7,4.1,6.8,1.34,7.8,27.38,63,5.7,36,734.1,0,0.275
2024,"SE3",2024-10-22 10:00:00,32,58,11,2.9,3.8,6.6,1.32,6.5,28.08,58,8.3,88,733.7,0,0.239
2024,"SE3",2024-10-22 11:00:00,25,46,9,4.7,7.8,12.3,1.4,8.1,27.22,61,9.4,106,733.8,0,0.079
2024,"SE3",2024-10-22 12:00:00,16,50,4,8.2,15.5,23.5,1.45,7.3,26.43,64,5.8,87,734.1,0,0.029
2024,"SE3",2024-10-22 13:00:00,9,59,3,8.6,22.1,30.5,1.6,6.3,25.81,67,3,83,734.3,0,0.002
2024,"SE3",2024-10-22 14:00:00,13,79,6,5.2,15.6,20.6,1.62,4.6,25.44,69,2,117,734.7,0,0.001
2024,"SE3",2024-10-22 15:00:00,8,78,9,7.8,14.6,22.3,1.73,3.6,24.32,76,1.8,168,735,0,0.001
2024,"SE3",2024-10-22 16:00:00,4,77,15,19.3,18.4,37.7,1.94,3.5,23.89,79,1.8,288,735.3,0,0.001
2024,"SE3",2024-10-22 17:00:00,11,156,14,7.8,12.4,20,1.55,3.5,23.72,78,3.9,110,735.4,0,0.001
2024,"SE3",2024-10-22 18:00:00,14,64,9,3.1,6.6,9.6,1.34,3.2,22.84,82,5.6,135,735.2,0,0.001
2024,"SE3",2024-10-22 19:00:00,19,46,6,2.1,3.3,5.3,1.26,3.2,22.71,83,5.7,112,734.9,0,0.001
2024,"SE3",2024-10-22 20:00:00,17,36,6,2.7,3,5.6,1.25,3.3,22.23,85,3.7,121,734.6,0,0.001
2024,"SE3",2024-10-22 21:00:00,13,38,5,3.5,5.5,8.8,1.23,3.3,21.95,85,1.9,68,734.4,0,0.001
2024,"SE3",2024-10-22 22:00:00,7,43,6,4.4,10.9,15,1.23,3.6,21.58,86,1.8,47,734.1,0,0.001
2024,"SE3",2024-10-22 23:00:00,5,65,5,7.7,12.8,20.4,1.22,5.1,20.97,88,2.1,23,734.3,0,0.001
2024,"SE3",2024-10-23,6,53,6,5.3,9.4,14.5,1.23,3.7,20.42,90,3.1,356,734.5,0,0.001
2024,"SE3",2024-10-23 01:00:00,11,41,4,3,7.3,10.2,1.26,3.5,20.7,90,2.2,12,734.9,0,0.003
2024,"SE3",2024-10-23 02:00:00,11,44,4,4,6.4,10.3,1.31,3.4,20.98,90,1.8,353,735.4,0,0.043
2024,"SE3",2024-10-23 03:00:00,17,50,9,4,4.5,8.3,1.28,7.1,21.97,87,2.6,356,735.9,0,0.155
2024,"SE3",2024-10-23 04:00:00,24,46,17,4.3,6,10.2,1.28,33.6,23.78,77,2.8,21,736.4,0,0.294
2024,"SE3",2024-10-23 05:00:00,33,61,26,4.7,7.4,12,1.32,32.5,26.45,66,2.4,74,736.4,0,0.499
2024,"SE3",2024-10-23 06:00:00,48,73,40,3.9,8.3,12,1.35,36.5,27.64,61,6.4,158,735.9,0,0.552
2024,"SE3",2024-10-23 07:00:00,40,72,34,3.4,5.2,8.5,1.33,16.7,28.04,58,8.5,124,735.4,0,0.539
2024,"SE3",2024-10-23 08:00:00,32,58,22,4,4.4,8.2,1.28,4.7,28.41,55,9.5,115,734.8,0,0.466
2024,"SE3",2024-10-23 09:00:00,34,47,9,3.9,4.6,8.4,1.29,4.6,28.72,53,9.4,109,734.4,0,0.394
2024,"SE3",2024-10-23 10:00:00,33,57,8,3.9,4.7,8.4,1.36,6.7,28.79,54,10.1,122,734.1,0,0.398
2024,"SE3",2024-10-23 11:00:00,30,56,10,NA,NA,NA,1.39,8.8,28.2,56,10.9,117,734.1,0,0.19
2024,"SE3",2024-10-23 12:00:00,26,57,8,3,7.5,10.3,1.4,10.7,27.6,58,8.2,99,734,0,0.067
2024,"SE3",2024-10-23 13:00:00,17,55,NA,3.7,13.2,16.7,1.6,4.3,25.99,66,4.2,86,734.1,0,0.002
2024,"SE3",2024-10-23 14:00:00,17,56,NA,4,12.1,15.9,1.48,3.8,25.29,67,6.4,97,734.4,0,0.001
2024,"SE3",2024-10-23 15:00:00,10,57,6,6.2,14.1,20.1,1.62,3.6,23.97,75,1.8,158,734.8,0,0.001
2024,"SE3",2024-10-23 16:00:00,9,67,8,7.1,15.4,22.4,1.68,3.5,23.54,76,1.8,168,734.8,0,0.001
2024,"SE3",2024-10-23 17:00:00,5,84,11,16.1,18.4,34.5,1.85,3.6,23.01,78,1.8,197,734.8,0,0.001
2024,"SE3",2024-10-23 18:00:00,4,122,25,40.2,15.8,55.9,1.99,3.8,22.41,81,NA,154,734.3,0,0.001
2024,"SE3",2024-10-23 19:00:00,4,266,25,12.8,16.9,29.6,1.35,3.6,22.1,81,4.4,21,733.9,0,0.001
2024,"SE3",2024-10-23 20:00:00,10,90,11,3,9.3,12.2,1.24,5.1,21.39,84,5.7,52,733.7,0,0.001
2024,"SE3",2024-10-23 21:00:00,12,56,6,2.7,6.8,9.3,1.23,4.5,21.21,84,1.8,112,733.3,0,0.001
2024,"SE3",2024-10-23 22:00:00,7,39,6,3.6,8.8,12.2,1.2,4.2,20.07,87,1.8,12,733,0,0.001
2024,"SE3",2024-10-23 23:00:00,7,43,4,3.8,7.3,10.9,1.17,4.7,19.02,90,5.3,18,732.9,0,0.001
2024,"SE3",2024-10-24,8,33,4,4.1,6.8,10.7,1.2,3.4,18.62,93,4.8,12,733.1,0,0.001
2024,"SE3",2024-10-24 01:00:00,7,25,4,5.4,6.5,11.8,1.23,3.3,18.74,93,2.9,336,733.4,0,0.003
2024,"SE3",2024-10-24 02:00:00,11,26,6,4.2,5.5,9.5,1.29,5.6,19.2,94,1.8,359,733.8,0,0.032
2024,"SE3",2024-10-24 03:00:00,12,32,12,4.1,5.2,9.2,1.24,8.5,19.33,94,1.8,32,734.2,0,0.083
2024,"SE3",2024-10-24 04:00:00,12,45,27,6.5,9.3,15.7,1.26,32.5,19.91,93,1.8,3,734.4,0,0.116
2024,"SE3",2024-10-24 05:00:00,21,68,30,5.8,6.2,11.9,1.28,15.6,22.46,89,2.8,2,734.2,0,0.474
2024,"SE3",2024-10-24 06:00:00,38,82,48,4.6,7.5,11.9,1.32,10.2,26.34,67,3,97,733.8,0,0.566
2024,"SE3",2024-10-24 07:00:00,40,72,46,3.5,5.3,8.6,1.29,6.4,27.48,56,9.4,121,733,0,0.541
