"año","estacion","date","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","RH","SO2","SR","TOUT","WSR","WDR"
2024,"SE3",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
2024,"SE3",2024-01-27 01:00:00,1.48,12.7,5,17.7,27,NA,NA,736.8,0,54,4.9,0.037,17.74,11.3,306
2024,"SE3",2024-01-27 02:00:00,1.94,3.9,13.3,17.2,28,78,2,737.7,0,43,4,0.043,17.56,10.8,306
2024,"SE3",2024-01-27 03:00:00,2.07,5.5,15,20.5,28,44,NA,738.4,0,41,4.1,0.109,17.67,13.7,304
2024,"SE3",2024-01-27 04:00:00,1.88,4,6.7,10.7,35,54,NA,739.1,0,41,3.8,0.176,18.18,16.4,318
2024,"SE3",2024-01-27 05:00:00,1.88,3.7,4.9,8.5,37,51,NA,739.5,0,38,3.8,0.453,19.42,16.3,323
2024,"SE3",2024-01-27 06:00:00,1.94,3.8,4.9,8.7,38,53,3,739.5,0,37,3.7,0.555,19.77,16,317
2024,"SE3",2024-01-27 07:00:00,1.94,4.6,6.9,11.5,39,47,2,738.6,0,36,3.7,0.603,20.78,13.1,319
2024,"SE3",2024-01-27 08:00:00,1.94,5.5,9.9,15.4,42,38,6,737.6,0,33,3.8,0.589,22.58,8,297
2024,"SE3",2024-01-27 09:00:00,1.98,3.7,7.5,11.3,47,49,NA,737,0,31,3.8,0.53,23.11,7.3,351
2024,"SE3",2024-01-27 10:00:00,2,3.7,8.2,11.9,49,36,5,737,0,29,3.8,0.425,24.4,1.8,343
2024,"SE3",2024-01-27 11:00:00,1.92,2.8,6.5,9.3,51,37,8,737,0,29,3.7,0.286,24.12,3.2,335
2024,"SE3",2024-01-27 12:00:00,2.05,2.9,9.4,12.3,41,32,9,737.3,0,33,10.8,0.133,22.69,5.6,91
2024,"SE3",2024-01-27 13:00:00,2.05,2.4,10.9,13.3,31,44,NA,738.1,0,39,4.2,0.041,20.1,6.1,60
2024,"SE3",2024-01-27 14:00:00,2.72,10.8,23.9,34.8,16,40,10,739.1,0,43,3.8,0.037,18.73,0.7,154
2024,"SE3",2024-01-27 15:00:00,2.81,18.4,30.9,49.3,5,102,22,739.8,0,52,3.8,0.037,16.79,1.6,250
2024,"SE3",2024-01-27 16:00:00,2.96,20.5,27.4,48,6,162,30,740.5,0,56,3.8,0.037,15.74,1.7,234
2024,"SE3",2024-01-27 17:00:00,2.61,9,22.6,31.6,13,138,22,741,0,53,3.8,0.037,15.81,1.4,205
2024,"SE3",2024-01-27 18:00:00,2.47,6.5,20.1,26.5,11,77,14,741.2,0,59,3.6,0.037,14.48,1.5,156
2024,"SE3",2024-01-27 19:00:00,2.6,8.4,22.7,31.1,8,56,15,741.3,0,58,3.6,0.037,14.48,1.4,152
2024,"SE3",2024-01-27 20:00:00,2.32,4,15.9,19.9,16,78,14,741.2,0,58,3.5,0.037,14.21,1.9,154
2024,"SE3",2024-01-27 21:00:00,2.34,4.4,19.7,24.1,10,54,10,741.5,0,61,3.6,0.037,13.44,0.5,245
2024,"SE3",2024-01-27 22:00:00,2.24,13,20.6,33.6,7,71,14,741.5,0,61,3.6,0.037,12.92,1.2,270
2024,"SE3",2024-01-27 23:00:00,2.1,4.6,22.9,27.5,9,77,11,741.8,0,58,3.9,0.037,13.25,3.1,307
2024,"SE3",2024-01-28,2.47,13.3,23.7,37,3,55,10,741.8,0,63,3.9,0.037,12.76,1.1,14
2024,"SE3",2024-01-28 01:00:00,2.27,28.5,23.4,51.9,2,80,23,742.2,0,66,4,0.037,12.06,2.2,298
2024,"SE3",2024-01-28 02:00:00,2.35,15.5,21.2,36.8,4,111,15,742.5,0,68,4,0.045,11.46,2.4,260
2024,"SE3",2024-01-28 03:00:00,2.17,14.9,21.1,36,12,94,17,742.9,0,58,4.6,0.152,13.84,3.4,294
2024,"SE3",2024-01-28 04:00:00,2.2,7.9,15.4,23.2,32,80,11,743.2,0,43,7.2,0.324,17.57,3.9,310
2024,"SE3",2024-01-28 05:00:00,2.07,4.6,9.8,14.4,43,49,7,743.4,0,39,7.6,0.461,19.06,2.4,35
2024,"SE3",2024-01-28 06:00:00,2.01,6.2,12.7,18.9,42,33,9,743.1,0,37,39.7,0.55,19.81,4.4,111
2024,"SE3",2024-01-28 07:00:00,1.98,4.2,7.5,11.7,48,47,15,742.3,0,33,31.2,0.606,20.81,4.6,156
2024,"SE3",2024-01-28 08:00:00,1.99,3.7,6.6,10.3,49,41,10,741.4,0,32,16.8,0.601,21.28,5.4,164
2024,"SE3",2024-01-28 09:00:00,1.97,3.6,6.1,9.7,48,34,2,740.7,0,31,17.6,0.547,21.44,5.3,160
2024,"SE3",2024-01-28 10:00:00,2.02,3.7,6.3,10,47,38,4,740.4,0,30,21.1,0.438,21.68,8,142
2024,"SE3",2024-01-28 11:00:00,2,3.6,6.9,10.5,45,33,8,740.2,0,29,16.5,0.298,21.75,5.4,121
2024,"SE3",2024-01-28 12:00:00,2.04,3,9,12,42,32,5,740.4,0,30,17,0.141,21.16,7.1,93
2024,"SE3",2024-01-28 13:00:00,2.25,3,18.3,21.3,30,31,8,740.5,0,33,20.4,0.041,19.47,4.3,93
2024,"SE3",2024-01-28 14:00:00,2.23,2.7,16.1,18.8,29,47,7,740.7,0,35,4.9,0.037,18.1,3.7,85
2024,"SE3",2024-01-28 15:00:00,2.31,4.1,19.7,23.8,24,46,12,741.1,0,38,4.2,0.037,16.72,1.4,125
2024,"SE3",2024-01-28 16:00:00,2.74,10.5,27.2,37.7,12,57,9,741.5,0,45,4.1,0.037,15.56,1.7,198
2024,"SE3",2024-01-28 17:00:00,2.62,10,28.9,38.9,9,84,15,741.6,0,47,4.1,0.037,14.72,1.3,263
2024,"SE3",2024-01-28 18:00:00,2.17,3.9,18.1,21.9,19,105,19,741.9,0,49,4.6,0.037,13.67,5.9,65
2024,"SE3",2024-01-28 19:00:00,1.93,2.4,3.9,6.2,37,51,7,741.9,0,47,4,0.037,12.95,11,111
2024,"SE3",2024-01-28 20:00:00,1.97,2.3,7.4,9.7,28,30,2,741.9,0,55,3.7,0.037,11.32,2.6,253
2024,"SE3",2024-01-28 21:00:00,1.93,2.7,12.7,15.4,21,29,4,741.3,0,59,4.3,0.037,10.33,4.8,346
2024,"SE3",2024-01-28 22:00:00,1.88,2.4,11.8,14.2,24,35,3,741.1,0,59,5,0.037,10.19,7.2,5
2024,"SE3",2024-01-28 23:00:00,1.9,3.4,14.4,17.9,22,28,7,741.1,0,61,4.1,0.037,9.77,6.1,NA
2024,"SE3",2024-01-29,1.93,15.1,25.2,40.4,8,33,5,741,0,64,3.9,0.037,8.58,3.4,309
2024,"SE3",2024-01-29 01:00:00,2.19,45.7,30.9,76.6,2,66,6,741.1,0,67,3.9,0.037,7.79,2.5,299
2024,"SE3",2024-01-29 02:00:00,2.35,50.3,31.5,81.8,3,161,15,741.4,0,68,3.9,0.048,7.5,4.1,288
2024,"SE3",2024-01-29 03:00:00,2.34,39,27.5,66.5,11,179,14,741.7,0,56,4.3,0.174,11.23,5,323
2024,"SE3",2024-01-29 04:00:00,1.95,6.3,10.7,17,32,107,17,741.9,0,46,20.7,0.325,14.59,1.9,357
2024,"SE3",2024-01-29 05:00:00,2.06,10.9,18.4,29.4,39,35,14,741.8,0,36,69.6,0.463,17.11,3.2,110
2024,"SE3",2024-01-29 06:00:00,2.08,4.3,6.5,10.8,47,55,13,741.3,0,33,6.6,0.56,18.09,8.5,137
2024,"SE3",2024-01-29 07:00:00,2.03,4,5.9,9.8,47,53,4,740.6,0,32,5,0.605,19.45,7.8,115
2024,"SE3",2024-01-29 08:00:00,2.03,3.6,5.3,8.9,48,40,2,739.3,0,30,5.1,0.608,20.66,7.3,113
2024,"SE3",2024-01-29 09:00:00,2.04,3.7,5.6,9.4,49,36,4,738.6,0,28,5.7,0.549,21.47,6.8,135
2024,"SE3",2024-01-29 10:00:00,2.04,3.7,5.7,9.4,47,46,4,738.1,0,30,4.9,0.38,21.31,7.3,116
2024,"SE3",2024-01-29 11:00:00,2.06,NA,NA,NA,45,38,2,737.8,0,29,4.8,0.244,21.19,6.1,123
2024,"SE3",2024-01-29 12:00:00,2.13,3.9,11,14.9,40,40,6,737.8,0,29,9,0.096,20.5,8,110
2024,"SE3",2024-01-29 13:00:00,2.31,5,17.9,22.9,30,54,7,738,0,31,4.6,0.041,19.52,8.1,100
2024,"SE3",2024-01-29 14:00:00,2.35,10.3,27.4,37.8,21,62,6,738.3,0,34,4.2,0.037,18.46,5.9,84
2024,"SE3",2024-01-29 15:00:00,2.61,8,30.9,38.9,12,86,10,738.7,0,38,4.1,0.037,16.88,1.6,152
2024,"SE3",2024-01-29 16:00:00,3.44,47.7,34.9,82.7,5,81,14,738.7,0,44,4.4,0.037,15.96,1.6,189
2024,"SE3",2024-01-29 17:00:00,2.6,8.5,26.5,35,11,289,27,738.6,0,47,4,0.037,15.48,1.6,143
2024,"SE3",2024-01-29 18:00:00,2.24,3.1,14.9,18,23,93,16,738.2,0,47,3.9,0.037,14.92,2.7,134
2024,"SE3",2024-01-29 19:00:00,2.05,3.3,15.7,19,25,48,5,737.8,0,46,5.9,0.037,14.8,2.7,58
2024,"SE3",2024-01-29 20:00:00,1.96,5.4,19.9,25.2,18,51,14,737.8,0,51,5,0.037,13.35,2.8,26
2024,"SE3",2024-01-29 21:00:00,2.02,3.8,16.5,20.3,19,47,11,737.7,0,56,4.1,0.037,12.44,3.8,25
2024,"SE3",2024-01-29 22:00:00,1.86,2.3,9.5,11.8,23,40,6,737.4,0,63,4.4,0.037,11.88,2.3,42
2024,"SE3",2024-01-29 23:00:00,1.87,10.1,17.7,27.8,13,34,9,737.4,0,67,4.2,0.037,11.61,1.1,314
2024,"SE3",2024-01-30,1.9,13.4,20.2,33.5,9,49,10,737.4,0,69,4,0.037,10.96,4,291
2024,"SE3",2024-01-30 01:00:00,2.06,17.2,25.9,43.1,5,60,21,737.8,0,69,4.2,0.037,11.41,2.2,316
2024,"SE3",2024-01-30 02:00:00,2.63,70.7,30.6,101.3,2,81,22,738,0,68,4.6,0.042,11.67,1.4,297
2024,"SE3",2024-01-30 03:00:00,2.25,14.3,21.4,35.8,14,215,20,738.5,0,65,5,0.11,12.53,3.9,9
2024,"SE3",2024-01-30 04:00:00,2.02,7.1,14.7,21.8,28,108,14,738.6,0,59,14.6,0.271,14.82,1,64
2024,"SE3",2024-01-30 05:00:00,2.07,5.9,18.7,24.7,44,75,14,738.6,0,53,20.9,0.347,17.19,0.9,95
2024,"SE3",2024-01-30 06:00:00,1.97,4.7,13.2,17.9,49,82,NA,738.3,0,49,27.7,0.474,18.9,1.5,71
2024,"SE3",2024-01-30 07:00:00,2.02,8.6,24,32.6,43,64,23,737.7,0,46,110.1,0.419,20.17,1.3,101
2024,"SE3",2024-01-30 08:00:00,2.03,4.8,10.5,15.2,45,87,26,736.8,0,42,52.8,0.456,20.53,3.7,141
2024,"SE3",2024-01-30 09:00:00,1.99,3.8,6,9.8,44,49,10,736.3,0,38,12.7,0.479,21.62,2.5,134
2024,"SE3",2024-01-30 10:00:00,2.03,3.6,5.5,9.1,47,44,7,735.9,0,37,13.1,0.438,22.5,3.8,131
2024,"SE3",2024-01-30 11:00:00,2,3.4,7.2,10.6,47,36,10,735.9,0,40,8.9,0.227,22.13,5.7,128
2024,"SE3",2024-01-30 12:00:00,2.09,4.5,12.8,17.3,38,53,7,736,0,42,12.4,0.117,21.42,8.9,107
2024,"SE3",2024-01-30 13:00:00,2.36,6.8,21.3,28.1,25,68,13,736.3,0,46,9.9,0.043,20.02,7.3,104
2024,"SE3",2024-01-30 14:00:00,2.41,10.2,27.9,38.1,17,80,12,736.5,0,50,5.7,0.037,18.8,3.1,92
2024,"SE3",2024-01-30 15:00:00,3.22,24.1,35.3,59.4,5,92,21,737,0,56,4.7,0.037,17.26,1,230
2024,"SE3",2024-01-30 16:00:00,2.91,60.6,37.4,98,3,164,28,737,0,60,4.7,0.037,16.18,1.5,296
2024,"SE3",2024-01-30 17:00:00,2.45,28.3,31.7,60,3,209,31,737,0,66,4.2,0.037,14.51,1.5,285
2024,"SE3",2024-01-30 18:00:00,2.74,46.5,30.3,76.8,3,143,22,736.9,0,67,4.2,0.037,14.5,1.1,6
2024,"SE3",2024-01-30 19:00:00,2.42,41.4,29.5,70.8,5,120,23,736.6,0,68,4.3,0.037,14.77,1.7,41
2024,"SE3",2024-01-30 20:00:00,2.11,34.6,29.5,64.1,3,163,23,736.6,0,73,4,0.037,13.39,1.1,322
2024,"SE3",2024-01-30 21:00:00,1.95,21.3,28.3,49.6,5,184,20,736.5,0,78,3.9,0.037,12.41,1.5,324
2024,"SE3",2024-01-30 22:00:00,1.85,5.8,20.7,26.5,13,74,10,736.5,0,79,3.8,0.037,12.77,2.7,3
2024,"SE3",2024-01-30 23:00:00,1.9,11.4,25.3,36.7,5,41,10,736.4,0,83,3.8,0.037,11.76,2.2,313
2024,"SE3",2024-01-31,1.96,36.4,26.2,62.6,2,52,NA,736.5,0,85,3.9,0.037,11.43,1.3,304
2024,"SE3",2024-01-31 01:00:00,2.16,60.5,26.9,87.4,2,74,16,737,0,87,4,0.037,11.33,1.7,293
2024,"SE3",2024-01-31 02:00:00,2.69,118.2,31.4,149.6,2,152,19,737.2,0,87,4.3,0.048,11.18,1.5,280
2024,"SE3",2024-01-31 03:00:00,3.79,152.2,35,187.2,3,190,37,737.9,0,84,4.7,0.12,12.28,1.7,249
2024,"SE3",2024-01-31 04:00:00,2.88,60.8,34.6,95.3,9,503,47,738.1,0,72,4.4,0.277,15.92,1.2,222
2024,"SE3",2024-01-31 05:00:00,2.31,17.6,25.1,42.7,25,213,27,738.1,0,65,14.3,0.424,18.25,0.9,220
2024,"SE3",2024-01-31 06:00:00,2.1,6.7,14.6,21.4,40,108,20,737.6,0,58,23.5,0.487,20.26,0.4,142
2024,"SE3",2024-01-31 07:00:00,1.96,4.6,7.2,11.8,43,71,15,736.6,0,54,20.4,0.521,21.12,5.5,132
2024,"SE3",2024-01-31 08:00:00,1.97,4.3,6.5,10.8,42,58,12,735.8,0,51,23.4,0.503,21.85,8.6,130
2024,"SE3",2024-01-31 09:00:00,1.95,4.4,6.6,10.9,42,54,12,734.9,0,49,9.5,0.414,22.3,8.5,132
2024,"SE3",2024-01-31 10:00:00,1.95,3.6,6.9,10.5,42,59,NA,734.7,0,48,6.3,0.282,22.42,9.9,110
2024,"SE3",2024-01-31 11:00:00,1.99,3.7,7.3,11,41,65,13,734.5,0,48,8.6,0.176,22.34,11.8,110
2024,"SE3",2024-01-31 12:00:00,2.06,3.9,10.2,14.1,36,67,14,734.7,0,48,6,0.082,22.07,9.8,112
2024,"SE3",2024-01-31 13:00:00,2.21,4.1,15.6,19.7,29,77,12,734.8,0,50,5.4,0.039,21.51,7.3,99
2024,"SE3",2024-01-31 14:00:00,2.05,3.2,11.2,14.5,33,75,15,735,0,51,5,0.037,21.27,10.3,103
2024,"SE3",2024-01-31 15:00:00,1.98,3.3,9.3,12.6,34,61,13,735.5,0,54,4.6,0.037,20.57,9.4,109
2024,"SE3",2024-01-31 16:00:00,1.89,3.1,8.9,12,33,57,13,735.9,0,61,6.8,0.037,19.58,9.7,101
2024,"SE3",2024-01-31 17:00:00,1.85,2.6,6.1,8.7,35,47,10,736.3,0,68,7.7,0.037,18.72,8.1,110
2024,"SE3",2024-01-31 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2024,"SE3",2024-01-31 19:00:00,1.77,2.1,4.6,6.8,34,38,6,736.4,0,74,4.3,0.037,17.66,3.2,69
2024,"SE3",2024-01-31 20:00:00,1.76,2.1,5.5,7.7,31,28,NA,736,0,77,4,0.037,17.02,2.7,48
2024,"SE3",2024-01-31 21:00:00,1.79,NA,NA,NA,29,35,6,735.7,0,79,3.8,0.037,16.51,2.8,46
2024,"SE3",2024-01-31 22:00:00,1.74,2.2,4.7,7,28,27,3,735.1,0,81,3.8,0.037,16.26,2.3,110
2024,"SE3",2024-01-31 23:00:00,1.76,2.2,4.4,6.6,24,25,NA,734.4,0,84,3.6,0.037,15.52,4.6,140
2024,"SE3",2024-02-01,1.79,2.5,5,7.5,23,25,5,734,0,86,3.6,0.037,15.14,3.8,124
2024,"SE3",2024-02-01 01:00:00,1.94,6.1,9.2,15.3,17,29,5,734,0,87,3.4,0.037,14.69,1.4,125
2024,"SE3",2024-02-01 02:00:00,2.25,13,18.1,31.1,7,37,6,734,0,89,3.6,0.042,14.1,1.3,321
2024,"SE3",2024-02-01 03:00:00,1.98,7,10.4,17.4,14,63,9,734.4,0,89,3.5,0.111,14.38,1.7,343
2024,"SE3",2024-02-01 04:00:00,1.87,10.7,6.2,17,23,49,10,734.4,0,84,4,0.281,16.44,2.2,304
2024,"SE3",2024-02-01 05:00:00,1.91,5.1,7.4,12.6,32,55,9,734.4,0,68,4.5,0.44,19.97,1.1,244
2024,"SE3",2024-02-01 06:00:00,1.98,3.9,7.6,11.5,42,57,15,733.9,0,59,4.9,0.539,21.8,1.2,130
2024,"SE3",2024-02-01 07:00:00,1.94,4.9,6.9,11.8,40,55,18,733,0,55,4.9,0.602,22.9,7.2,126
2024,"SE3",2024-02-01 08:00:00,1.95,3.8,5.2,9.1,40,59,14,731.8,0,52,4.5,0.456,23.76,5.8,144
2024,"SE3",2024-02-01 09:00:00,2,3.7,5.9,9.7,40,49,7,731,0,48,4.3,0.368,24.63,4.6,141
2024,"SE3",2024-02-01 10:00:00,2.01,4.4,7.3,11.7,40,55,13,730.3,0,47,4.3,0.302,24.98,5,146
2024,"SE3",2024-02-01 11:00:00,2.02,3.6,6.4,10,43,78,12,729.9,0,44,4.3,0.28,25.4,9.8,129
2024,"SE3",2024-02-01 12:00:00,2.08,3.7,8.2,11.9,40,69,21,729.9,0,44,4,0.13,25.15,8.5,143
2024,"SE3",2024-02-01 13:00:00,2.7,5.8,19.4,25.2,25,91,17,730,0,47,4,0.041,23.82,4.3,123
2024,"SE3",2024-02-01 14:00:00,2.69,9.3,25.3,34.6,14,108,17,730.2,0,54,3.7,0.037,22.15,3.3,121
2024,"SE3",2024-02-01 15:00:00,2.92,12.3,28.1,40.4,10,125,27,730.3,0,57,3.9,0.037,20.92,1.7,125
2024,"SE3",2024-02-01 16:00:00,2.8,8.8,27.9,36.7,9,143,25,730.3,0,60,3.8,0.037,20.31,1.7,114
2024,"SE3",2024-02-01 17:00:00,2.09,3.7,24.9,28.7,11,119,22,730,0,64,4.2,0.037,19.2,1.5,52
2024,"SE3",2024-02-01 18:00:00,2.04,3.1,18.2,21.3,15,88,14,729.9,0,71,4.6,0.037,17.85,1.4,88
2024,"SE3",2024-02-01 19:00:00,2.2,14.6,19.9,34.4,9,61,12,729.5,0,75,5.3,0.037,16.75,0.3,120
2024,"SE3",2024-02-01 20:00:00,2.12,17.8,16.5,34.3,11,86,19,729.2,0,79,4.4,0.037,15.81,1,61
2024,"SE3",2024-02-01 21:00:00,1.86,3.5,13.3,16.8,15,90,13,728.7,0,80,4.2,0.037,15.45,0.4,21
2024,"SE3",2024-02-01 22:00:00,1.85,11.3,21.1,32.5,8,61,5,728.4,0,83,3.9,0.037,14.64,1.7,321
2024,"SE3",2024-02-01 23:00:00,1.86,4.4,12.8,17.2,16,59,11,728.2,0,84,3.8,0.037,14.49,1.6,326
2024,"SE3",2024-02-02,2.01,24.7,22,46.7,3,41,14,727.8,0,85,3.8,0.037,13.49,1.8,296
2024,"SE3",2024-02-02 01:00:00,2.37,53.8,22.9,76.7,2,80,15,727.9,0,86,3.9,0.037,13.16,1.6,297
2024,"SE3",2024-02-02 02:00:00,3.71,114.6,22.7,137.2,2,129,22,728,0,85,4.4,0.05,13.45,1.1,261
2024,"SE3",2024-02-02 03:00:00,4.44,134.9,27.3,162.2,3,277,38,728,0,76,4.5,0.165,16.16,1.3,185
2024,"SE3",2024-02-02 04:00:00,3.12,38.1,27,65,16,275,39,728,0,65,4.2,0.314,18.99,1.1,128
2024,"SE3",2024-02-02 05:00:00,2.71,16.3,30.4,46.7,29,128,20,727.8,0,57,5.1,0.448,21.62,1.2,180
2024,"SE3",2024-02-02 06:00:00,2.55,10.3,27.2,37.5,46,130,25,726.8,0,47,7.1,0.549,24.97,0.9,110
2024,"SE3",2024-02-02 07:00:00,2.3,4.9,15.4,20.4,60,132,29,725.6,0,41,6.9,0.603,27.19,4.1,137
2024,"SE3",2024-02-02 08:00:00,2.23,3.4,12,15.4,78,95,24,724.2,0,36,8.5,0.602,28.9,8.1,116
2024,"SE3",2024-02-02 09:00:00,2.22,2.9,9.6,12.5,82,89,30,723,0,32,7.6,0.547,30.29,12.4,118
2024,"SE3",2024-02-02 10:00:00,2.19,3.3,9,12.3,70,87,21,722.1,0,31,5.5,0.444,31.27,11.4,120
2024,"SE3",2024-02-02 11:00:00,2.09,3.5,7.6,11.1,50,81,23,722,0,29,4.7,0.296,31.27,11.6,120
2024,"SE3",2024-02-02 12:00:00,2.24,3.6,10.6,14.2,40,71,19,722,0,32,4.4,0.124,30.28,10.8,116
2024,"SE3",2024-02-02 13:00:00,2.48,4.7,18.3,23,27,81,11,722,0,36,4.2,0.042,28.32,9,105
2024,"SE3",2024-02-02 14:00:00,2.37,4.2,21.1,25.3,23,98,13,722,0,38,4.3,0.037,26.95,7.5,91
2024,"SE3",2024-02-02 15:00:00,2.41,12.7,29.5,42.3,12,79,13,722.3,0,44,4.9,0.037,25.52,4.1,86
2024,"SE3",2024-02-02 16:00:00,2.55,8,23.7,31.7,14,116,14,722.6,0,49,5.1,0.037,24.39,1.9,71
2024,"SE3",2024-02-02 17:00:00,1.94,3.1,13.2,16.3,23,96,12,723.3,0,57,5.4,0.037,23.04,8.2,33
2024,"SE3",2024-02-02 18:00:00,1.98,3.5,15.3,18.8,20,71,13,723.6,0,65,4.2,0.037,21.97,1.7,27
2024,"SE3",2024-02-02 19:00:00,2.19,7.1,24.4,31.5,6,67,13,723.7,0,70,4,0.037,20.5,0.9,214
2024,"SE3",2024-02-02 20:00:00,2.28,3.6,19.3,22.9,10,86,20,723.6,0,73,3.8,0.037,19.96,1.1,165
2024,"SE3",2024-02-02 21:00:00,2.16,2.8,16.4,19.2,9,74,15,723.5,0,78,3.7,0.037,18.18,2,206
2024,"SE3",2024-02-02 22:00:00,2.14,10.9,17.4,28.3,7,68,13,723.4,0,80,3.7,0.037,17.62,0.7,227
2024,"SE3",2024-02-02 23:00:00,2.08,11.5,16.9,28.4,6,64,17,723.1,0,84,3.7,0.037,15.97,2.4,286
2024,"SE3",2024-02-03,2.03,4.9,15.1,20,8,72,18,723.4,0,87,3.6,0.037,15.37,5.5,325
2024,"SE3",2024-02-03 01:00:00,2.04,11.1,20.5,31.5,8,60,19,723.5,0,71,3.8,0.037,17.35,4.2,330
2024,"SE3",2024-02-03 02:00:00,2.06,4.1,11.5,15.6,18,65,10,723.9,0,55,4,0.053,17.88,11.7,341
2024,"SE3",2024-02-03 03:00:00,2.03,4.2,7,11.2,27,51,9,724.4,0,42,4.2,0.187,20.67,14.8,334
2024,"SE3",2024-02-03 04:00:00,2.01,4.5,6.1,10.6,30,74,11,724.6,0,39,4.2,0.344,22.82,16.5,331
2024,"SE3",2024-02-03 05:00:00,2,4.1,5.2,9.3,34,85,8,724.6,0,30,4,0.48,25.26,16.2,334
2024,"SE3",2024-02-03 06:00:00,2.07,3.8,5.2,9,38,78,8,724.2,0,23,3.8,0.572,26.88,20,334
2024,"SE3",2024-02-03 07:00:00,1.58,5.6,2.9,8.5,NA,121,10,NA,0,10,3,0.493,22.82,21.6,303
2024,"SE3",2024-02-03 08:00:00,2.11,4.4,5.9,10.3,44,NA,19,722.3,0,11,3.6,0.631,29.25,27,305
2024,"SE3",2024-02-03 09:00:00,2.24,3.8,5.7,9.5,46,201,14,721.5,0,9,3.6,0.573,29.98,23.1,301
2024,"SE3",2024-02-03 10:00:00,2.26,3.6,5.5,9.1,49,110,9,720.9,0,6,3.5,0.471,30.57,21.7,298
2024,"SE3",2024-02-03 11:00:00,2.27,3.9,6.9,10.8,48,98,6,720.8,0,8,3.6,0.322,30.27,17.7,282
2024,"SE3",2024-02-03 12:00:00,2.13,3.8,7.2,11,42,111,9,721.3,0,27,3.8,0.159,27.68,12.9,168
2024,"SE3",2024-02-03 13:00:00,2.2,4.5,10.5,15,35,71,NA,721.9,0,33,3.6,0.044,24.54,10.5,134
2024,"SE3",2024-02-03 14:00:00,2.42,5.7,17.2,23,25,62,NA,722.7,0,36,3.6,0.037,22.75,5.2,122
2024,"SE3",2024-02-03 15:00:00,2.69,8.3,25.2,33.5,16,74,16,723.5,0,37,4,0.037,21.22,0.9,145
2024,"SE3",2024-02-03 16:00:00,3.3,28.9,33.9,62.7,4,88,19,724,0,43,4.6,0.037,19.71,1.6,241
2024,"SE3",2024-02-03 17:00:00,3.34,31.7,34.8,66.4,4,157,27,724.3,0,44,4,0.037,19.11,1.2,145
2024,"SE3",2024-02-03 18:00:00,3.38,17.9,31.8,49.7,7,172,29,724.8,0,44,3.9,0.037,18.94,1.5,38
2024,"SE3",2024-02-03 19:00:00,2.14,3.2,13.9,17.1,22,105,20,725.3,0,47,4.3,0.037,17.32,5.2,23
2024,"SE3",2024-02-03 20:00:00,2.17,5.5,15.5,21,20,53,4,725.4,0,51,4,0.037,16.36,1.9,19
2024,"SE3",2024-02-03 21:00:00,2.03,2.6,8.5,11.1,26,68,11,725.6,0,57,3.7,0.037,14.49,6.5,330
2024,"SE3",2024-02-03 22:00:00,2,2.3,9,11.3,26,40,8,726,0,63,3.6,0.037,13.99,6.2,312
2024,"SE3",2024-02-03 23:00:00,2.23,4.2,24,28.2,8,43,15,726.1,0,64,3.6,0.037,13.66,6.5,313
2024,"SE3",2024-02-04,2.32,6,26,32,8,58,19,726.6,0,65,3.8,0.037,13.51,4.5,286
2024,"SE3",2024-02-04 01:00:00,2.6,23.8,30,53.8,3,72,22,727.3,0,67,4,0.037,12.89,4.1,256
2024,"SE3",2024-02-04 02:00:00,2.5,11.9,25.7,37.6,8,100,20,727.9,0,62,4.1,0.054,13.94,6.4,284
2024,"SE3",2024-02-04 03:00:00,2.36,8.1,17.3,25.4,21,79,15,728.3,0,43,5,0.19,17.68,6.9,290
2024,"SE3",2024-02-04 04:00:00,2.33,6.5,12.7,19.2,35,69,12,728.8,0,24,5.1,0.354,21.62,5.8,303
2024,"SE3",2024-02-04 05:00:00,2.27,4.8,7.8,12.5,42,54,2,728.8,0,16,3.9,0.498,22.98,12.4,337
2024,"SE3",2024-02-04 06:00:00,2.23,3.6,5.4,9.1,46,46,NA,728.4,0,13,3.8,0.595,25.31,5.5,334
2024,"SE3",2024-02-04 07:00:00,2.26,3.9,6.4,10.3,50,44,10,727.4,0,10,3.7,0.644,27.7,10.9,302
2024,"SE3",2024-02-04 08:00:00,2.24,3.4,4.5,7.8,49,99,11,726.6,0,8,3.5,0.643,28.29,26.4,307
2024,"SE3",2024-02-04 09:00:00,2.22,3.2,4.2,7.3,49,148,14,726.1,0,8,3.5,0.593,28.74,28.5,313
2024,"SE3",2024-02-04 10:00:00,2.24,3.2,4.5,7.7,48,112,8,725.9,0,7,3.6,0.489,29.33,25.5,309
2024,"SE3",2024-02-04 11:00:00,2.2,3,4,7,47,67,8,726,0,7,3.6,0.344,29.54,20.8,292
2024,"SE3",2024-02-04 12:00:00,2.28,3.1,7.7,10.8,44,58,5,726.2,0,8,4.2,0.175,29.19,16.5,297
2024,"SE3",2024-02-04 13:00:00,2.36,2.8,9.5,12.3,39,51,4,727.1,0,9,3.9,0.045,27.12,11.4,301
